Claim,Subsection,label,deepset/gbert-base,deepset/gbert-large,deepset/gelectra-base,deepset/gelectra-large
"Gartencenter, Blumenläden und Babyfachmärkte dürfen demnach ohne Terminvereinbarungen für Kunden öffnen.","Besuchenden darf der Zutritt zu vollstationären oder teilstationären Pflegeeinrichtungen nur gewährt werden, wenn entweder ein Point-of-Care (PoC)-Antigen-Test auf eine Infektion mit dem Coronavirus SARS-CoV-2 mit negativem Testergebnis oder ein PCR- Test auf das Coronavirus SARS-CoV-2 mit negativem Testergebnis dem Einrichtungspersonal vorgelegt wird; das vorgelegte Testergebnis darf jeweils nicht älter als 24 Stunden sein. Dies gilt nicht für den Besuch von Schwerstkranken und Sterbenden, wobei alle erforderlichen Schutzmaßnahmen zum Schutz der anderen Bewohnenden, Besuchenden und zum Schutz des Personals ergriffen werden müssen. Besuchende sollen nur durch einen zentralen, kontrollierten Eingang in die Einrichtung gelangen. Die Einrichtungen sollen die Testung mittels Point-of-Care (PoC)-Antigen-Test nach Satz 1 durchführen.",False,0,0,1,0
In Berlin können Geschäfte in der kommenden Woche unter bestimmten Bedingungen wieder öffnen.,"Verkaufsstellen im Sinne des Berliner Ladenöffnungsgesetzes vom 14. November 2006 (GVBl. S. 1045), das zuletzt durch das Gesetz vom 13. Oktober 2010 (GVBl. S. 467) geändert worden ist, in der jeweils geltenden Fassung dürfen nur für Kundinnen und Kunden für im Vorfeld gebuchte Termine für einen fest begrenzten Zeitraum geöffnet werden. Für die Öffnung nach Satz 1 gilt ein Richtwert von insgesamt höchstens einer Kundin oder einem Kunden pro 40 Quadratmetern Verkaufsfläche. Die Sätze 1 und 2 gelten nicht für den Einzelhandel für Lebensmittel und Getränke, Tabakprodukte, Schreibwaren, Zeitungen, Zeitschriften, Bücher und Tierbedarf, Apotheken, Einrichtungen zum Erwerb von Sanitätsbedarf sowie von Hör- und Sehhilfen, Drogerien, Reformhäuser, Tankstellen, Babyfachmärkte, Blumengeschäfte, Gartenmärkte, Abhol- und Lieferdienste und Wochenmärkte mit Beschränkung auf die für den Einzelhandel zugelassenen Sortimente, gewerblichen Handwerkerbedarf und Fahrrad- und Kfz-Werkstätten.",True,1,0,1,1
In Berlin können Geschäfte in der kommenden Woche unter bestimmten Bedingungen wieder öffnen.,"Die Vorgabe zur Reservierung von intensivmedizinischen Betten mit maschineller Beatmungsmöglichkeit verpflichtet Notfallkrankenhäuser und Notfallzentren, der festgelegten Reservierungsquote entsprechende Betten ausschließlich mit an Covid-19 erkrankten Patientinnen oder Patienten zu belegen.",False,0,0,0,0
"So regelt der Senat Kindersport im Freien etwas strenger: Die Ausnahme für bis zu 20 Personen gilt nur für Kinder bis zwölf Jahren, statt 14 Jahren.","Sport darf vorbehaltlich des Satzes 2 nur alleine oder mit insgesamt höchstens fünf Personen aus insgesamt höchstens zwei Haushalten kontaktfrei und unter Einhaltung der Abstandsregelungen nach § 3 Absatz 1 Satz 1 erfolgen. Für folgende Personengruppen gilt die Beschränkung des Satzes 1 nicht: 1. für den Personenkreis gemäß § 2 Absatz 2, sofern weitere Personen hinzukommen, gelten diesen gegenüber die Beschränkungen nach Satz 1, 2. für Bundes- und Landeskaderathletinnen und -athleten, Profiligen und Berufssportlerinnen und Berufssportler, 3. für ärztlich verordneten Rehabilitationssport oder ärztlich verordnetes Funktionstraining im Sinne des § 64 Absatz 1 Nummer 3 und 4 des Neunten Buches Sozialgesetzbuch in festen Gruppen von bis zu höchstens zehn Personen zuzüglich einer übungsleitenden Person; bei besonderen im Einzelfall zu begründenden Härtefällen ist die Beteiligung weiterer Personen zulässig, soweit dies zwingend notwendig ist, um den Teilnehmenden die Ausübung des Rehabilitationssports oder Funktionstrainings zu ermöglichen und 4. für Kinder im Alter von bis zu 12 Jahren, wenn der Sport im Freien in festen Gruppen von maximal 20 anwesenden Personen zuzüglich einer betreuenden Person ausgeübt wird. Die Verantwortlichen sind verpflichtet vor Beginn der Sporteinheit auf die Einhaltung des Schutz- und Hygienekonzepts nach § 6 Absatz 1 hinzuweisen und für dessen Umsetzung Sorge zu tragen. Regelungen über den Sport an öffentlichen Schulen und Schulen in freier Trägerschaft, an Einrichtungen der Berufsbildung sowie als studienbezogener Lehrbetrieb der Hochschulen und als dienstlich veranlasster Sport staatlicher Einrichtungen gehen diesem Absatz und Absatz 2 vor.",True,1,0,1,1
"So regelt der Senat Kindersport im Freien etwas strenger: Die Ausnahme für bis zu 20 Personen gilt nur für Kinder bis zwölf Jahren, statt 14 Jahren.","In geschlossenen Räumen darf gemeinsam nur aus beruflichen Gründen oder im Rahmen der Religionsausübung gesungen werden, wenn die in einem Hygienerahmenkonzept nach § 6 Absatz 3 oder einer auf Grund von § 25 erlassenen Rechtsverordnung der für Kultur zuständigen Senatsverwaltung festgelegten Hygiene- und Infektionsschutzstandards eingehalten werden. Satz 1 gilt nicht für den in § 2 Absatz 2 genannten Personenkreis.",False,0,0,0,0
Wegen der anhaltenden Corona-Pandemie gelten in Berlin von Dienstag (06. April 2021) an nochmals verschärfte Regeln für private Treffen in geschlossenen Räumen.,"Abweichend von den Absätzen 1 und 2 sind bis zum 5. April 2021 Veranstaltungen oder Zusammenkünfte im Familien-, Bekannten- oder Freundeskreis (private Veranstaltungen) nur im Kreise der in § 2 Absatz 2 genannten Personen oder mit Angehörigen eines weiteren Haushaltes gestattet; es gilt eine Personenobergrenze von höchstens fünf zeitgleich anwesenden Personen, wobei deren Kinder bis zur Vollendung des 14. Lebensjahres nicht mitgezählt werden. Abweichend von Satz 1 und den Absätzen 1 und 2 sind ab dem 6. April 2021 Veranstaltungen oder Zusammenkünfte im Familien-, Bekannten- oder Freundeskreis (private Veranstaltungen) nur im Kreise der in § 2 Absatz 2 genannten Personen und zusätzlich mit höchstens einer weiteren Person gestattet, wobei deren Kinder bis zur Vollendung des 14. Lebensjahres nicht mitgezählt werden. Abweichend von den Sätzen 1 und 2 sind private Veranstaltungen in der Zeit von 21 Uhr bis 5 Uhr des Folgetages nur im Kreise der in § 2 Absatz 2 genannten Personen gestattet, wobei eigene Kinder bis zur Vollendung des 14. Lebensjahres nicht mitgezählt werden.",True,1,0,1,1
Wegen der anhaltenden Corona-Pandemie gelten in Berlin von Dienstag (06. April 2021) an nochmals verschärfte Regeln für private Treffen in geschlossenen Räumen.,Neugeborene und deren Mütter dürfen einmal am Tag durch eine Person für eine Stunde Besuch empfangen. Geschwister des Neugeborenen unter 16 Jahren dürfen die besuchende Person nach Satz 1 begleiten.,False,0,0,0,0
"Entsprechende Nachweise zu den Testergebnissen müssen von Unternehmen auf Wunsch ausgestellt werden und sind vier Wochen lang aufzubewahren. Sofern Selbsttests eingesetzt werden, müssen diese vor Ort unter Beaufsichtigung durchgeführt werden. Der Nachweis darf nur bei korrekter Durchführung erteilt werden.","Mitarbeiterinnen und Mitarbeiter, die in der Regel im Rahmen ihrer Tätigkeit körperlichen Kontakt zu Kundinnen und Kunden oder sonstigen Dritten haben, sind verpflichtet, das Angebot nach Absatz 1 wahrzunehmen; diese Pflicht kann mittels Point-of-Care (PoC)-Antigen-Tests zur Selbstanwendung nur erfüllt werden, soweit die Anwendung unter Aufsicht erfolgt.",True,1,0,0,1
"Entsprechende Nachweise zu den Testergebnissen müssen von Unternehmen auf Wunsch ausgestellt werden und sind vier Wochen lang aufzubewahren. Sofern Selbsttests eingesetzt werden, müssen diese vor Ort unter Beaufsichtigung durchgeführt werden. Der Nachweis darf nur bei korrekter Durchführung erteilt werden.",Der Arbeitgeber hat auf der Grundlage der Gefährdungsbeurteilung nach § 2 Absatz 1 und unter Berücksichtigung der SARS-CoV-2-Arbeitsschutzregel in einem Hygienekonzept die erforderlichen Maßnahmen zum betrieblichen Infektionsschutz festzulegen und umzusetzen. Zur weiteren Orientierung über geeignete Maßnahmen nach Satz 1 können insbesondere die branchenbezogenen Handlungshilfen der Unfallversicherungsträger herangezogen werden.,False,0,0,0,0
"Entsprechende Nachweise zu den Testergebnissen müssen von Unternehmen auf Wunsch ausgestellt werden und sind vier Wochen lang aufzubewahren. Sofern Selbsttests eingesetzt werden, müssen diese vor Ort unter Beaufsichtigung durchgeführt werden. Der Nachweis darf nur bei korrekter Durchführung erteilt werden.","Private und öffentliche Arbeitgeberinnen und Arbeitgeber, einschließlich der Justiz, sind verpflichtet, ihren Mitarbeiterinnen und Mitarbeitern, die ihre Arbeit mindestens zum Teil an ihrem Arbeitsplatz in Präsenz verrichten, zweimal pro Woche ein Angebot über eine kostenlose Testung in Bezug auf eine Infektion mit dem Coronavirus SARS-CoV-2 mittels eines Point-of-Care (PoC)-Antigen-Tests zu unterbreiten und diese Testungen zu organisieren. Die Pflicht nach Satz 1 kann dadurch erfüllt werden, dass den Mitarbeiterinnen und Mitarbeitern Point-of-Care (PoC)-Antigen-Tests zur Selbstanwendung zur Verfügung gestellt werden. Die Inanspruchnahme der Bürgertestung nach § 4a der Coronavirus-Testverordnung vom 8. März 2021 (BAnz AT 09.03.2021 V 1), die durch Artikel 1 der Verordnung vom 4. Mai 2021 (BAnz AT 04.05.2021 V1) geändert worden ist, in der jeweils geltenden Fassung durch die Mitarbeiterinnen und Mitarbeiter befreit nicht von der Pflicht nach Satz 1. Arbeitgeberinnen und Arbeitgeber sind vorbehaltlich des Satzes 5 verpflichtet, auf Wunsch eine Bescheinigung über das Testergebnis auszustellen oder ausstellen zu lassen. Eine Bescheinigung über das Ergebnis eines Point-of-Care (PoC)-Antigen-Tests zur Selbstanwendung wird nur ausgestellt, wenn diese unter Aufsicht durchgeführt wird, § 6 Absatz 2 gilt entsprechend.",True,1,0,1,1
"Entsprechende Nachweise zu den Testergebnissen müssen von Unternehmen auf Wunsch ausgestellt werden und sind vier Wochen lang aufzubewahren. Sofern Selbsttests eingesetzt werden, müssen diese vor Ort unter Beaufsichtigung durchgeführt werden. Der Nachweis darf nur bei korrekter Durchführung erteilt werden.","Diese Verordnung tritt am fünften Tag nach der Verkündung in Kraft; sie tritt am Tag der Aufhebung der Feststellung der epidemischen Lage von nationaler Tragweite durch den Deutschen Bundestag nach § 5 Absatz 1 Satz 2 des Infektionsschutzgesetzes, spätestens jedoch mit Ablauf des 30. Juni 2021 außer Kraft.",False,0,0,0,0
Und FFP2 ist an weiteren Orten Pflicht.,"Eine FFP2-Maske ist in geschlossenen Räumen zu tragen 1. von Fahrgästen bei der Benutzung öffentlicher Verkehrsmittel einschließlich der Bahnhöfe, Flughäfen und Fährterminals sowie sonstiger Fahrzeuge mit wechselnden Fahrgästen, 2. in Arztpraxen und anderen Gesundheitseinrichtungen von Patientinnen und Patienten sowie ihren Begleitpersonen unter der Voraussetzung, dass die jeweilige medizinische Behandlung dem nicht entgegensteht, 3. in Krankenhäusern und Pflegeeinrichtungen von Besucherinnen und Besuchern sowie von Patientinnen und Patienten beziehungsweise Bewohnerinnen und Bewohnern, sofern sie sich außerhalb ihres Zimmers aufhalten oder Besuch empfangen, 4. von Kundinnen und Kunden in Einzelhandelsgeschäften aller Art und Einkaufszentren (Malls) sowie in Handwerks-, Dienstleistungs- und anderen Gewerbebetrieben mit Publikumsverkehr, 5. von Besucherinnen und Besuchern in Bibliotheken und Archiven, 6. in der beruflichen Bildung und der allgemeinen Erwachsenenbildung, 7. von Besucherinnen und Besuchern in kulturellen Einrichtungen und Freizeiteinrichtungen und 8. soweit dies über die in den Nummern 1 bis 7 genannten Anlässe hinaus in einem bereichsspezifischen Hygienerahmenkonzept nach § 6 Absatz 3 oder einer auf Grund von § 25 erlassenen Rechtsverordnung bestimmt ist.",True,1,0,1,1
Und FFP2 ist an weiteren Orten Pflicht.,"In dem von vollstationären und teilstationären Pflegeeinrichtungen und von Pflegediensten zu erstellenden individuellen Schutz- und Hygienekonzept gemäß § 6 Absatz 1 und 2 der SARS-CoV-2-Infektionsschutzmaßnahmenverordnung ist eine für die Umsetzung der Hygienevorgaben verantwortliche natürliche Person mit entsprechender Schulung auszuweisen. Diese ist Ansprechperson, an die sich Pflegebedürftige, deren Angehörige und Andere mit berechtigtem Interesse, insbesondere Betreuerinnen und Betreuer sowie Seelsorgerinnen und Seelsorger, mit Fragen und Hinweisen wenden können. Das Konzept soll für Betroffene und Andere mit berechtigtem Interesse zugänglich sein. Das Konzept ist entsprechend der gesetzlichen Vorgaben und Verordnungen zu aktualisieren und an die jeweils aktuelle Lage anzupassen.",False,0,0,0,0
Auch für das Shoppen gelten seit Mittwoch neue Regeln.,"Verkaufsstellen im Sinne des Berliner Ladenöffnungsgesetzes vom 14. November 2006 (GVBl. S. 1045), das zuletzt durch das Gesetz vom 13. Oktober 2010 (GVBl. S. 467) geändert worden ist, in der jeweils geltenden Fassung dürfen nur von Kundinnen und Kunden aufgesucht werden, die im Sinne von § 6b negativ getestet sind. Für die Öffnung nach Satz 1 gilt ein Richtwert von insgesamt höchstens einer Kundin oder einem Kunden pro 40 Quadratmetern Verkaufsfläche, eine elektronische Kontaktnachverfolgung ist sicherzustellen. Die Sätze 1 und 2 gelten nicht für den Einzelhandel für Lebensmittel und Getränke, Tabakprodukte, Schreibwaren, Zeitungen, Zeitschriften, Bücher und Tierbedarf, Apotheken, Einrichtungen zum Erwerb von Sanitätsbedarf sowie von Hör- und Sehhilfen, Drogerien, Reformhäuser, Tankstellen, Abhol- und Lieferdienste und Wochenmärkte mit Beschränkung auf die vorgenannten Sortimente, gewerblichen Handwerkerbedarf und Fahrrad- und Kfz- Werkstätten.",True,1,0,1,1
Auch für das Shoppen gelten seit Mittwoch neue Regeln.,"Diese Verordnung tritt am Tag nach der Verkündung im Gesetz- und Verordnungsblatt für Berlin in Kraft; sie tritt mit Ablauf des 12. April 2021 außer Kraft. Berlin, den 24. November 2020 Senatsverwaltung für Bildung, Sandra Scheeres",False,0,0,0,0
Auch für das Shoppen gelten seit Mittwoch neue Regeln.,"Bei der Öffnung von Verkaufsstellen, Kaufhäusern und Einkaufszentren (Malls) gilt vorbehaltlich des Absatzes 1 Satz 2 für die Steuerung des Zutritts zur Sicherung des Mindestabstandes ein Richtwert für die maximal zulässige Anzahl von Kundinnen und Kunden je Verkaufsfläche oder Geschäftsraum. Bei Geschäften mit einer Verkaufsfläche von bis zu 800 Quadratmetern gilt ein Richtwert von insgesamt höchstens einer Kundin oder einem Kunden pro 10 Quadratmetern Verkaufsfläche. Bei Geschäften mit einer Verkaufsfläche ab 801 Quadratmetern insgesamt gilt auf einer Fläche von 800 Quadratmetern ein Richtwert von höchstens einer Kundin oder einem Kunden pro 10 Quadratmetern Verkaufsfläche und auf der 800 Quadratmeter übersteigenden Fläche von höchstens einer Kundin oder einem Kunden pro 20 Quadratmeter Verkaufsfläche. Für Einkaufszentren ist die jeweilige Gesamtverkaufsfläche maßgeblich. Unterschreiten die Verkaufsfläche oder der Geschäftsraum eine Größe von 20 Quadratmetern, darf jeweils höchstens eine Kundin oder ein Kunde eingelassen werden. Aufenthaltsanreize dürfen nicht geschaffen werden.",True,1,0,1,1
Auch für das Shoppen gelten seit Mittwoch neue Regeln.,"An Volkshochschulen sowie weiteren Einrichtungen der allgemeinen Erwachsenenbildung, Musikschulen, Jugendkunstschulen, Jugendverkehrsschulen, Gartenarbeitsschulen sowie freien Einrichtungen im Sinne des Schulgesetzes und ähnlichen Bildungseinrichtungen darf vorbehaltlich des Absatzes 6 kein Lehr- und Betreuungsbetrieb in Präsenz stattfinden. Ausgenommen vom Verbot nach Satz 1 ist Einzelunterricht für Personen, die im Jahr 2021 ein entsprechendes Studium aufnehmen möchten, sich auf eine Prüfung in einem entsprechenden Fach vorbereiten möchten oder an entsprechenden nationalen oder internationalen Wettbewerben teilnehmen möchten.",False,0,0,0,0
Auch für das Shoppen gelten seit Mittwoch neue Regeln.,"Betreibende von Kaufhäusern und Einkaufszentren (Malls) sind angehalten für Besucherinnen und Besucher des Kaufhauses oder Einkaufszentrums (Mall) Testmöglichkeiten in Bezug auf eine Infektion mit dem Coronavirus SARS-CoV-2 mittels eines Point-of-Care (PoC)-Anti- gen-Tests, einschließlich solchen zur Selbstanwendung unter Aufsicht, zu organisieren.",True,0,0,0,0
Auch für das Shoppen gelten seit Mittwoch neue Regeln.,"Diese Verordnung tritt mit Ablauf des 18. April 2021 außer Kraft. Berlin, den 4. März 2021 Der Senat von Berlin",False,0,0,0,0
Der Senat nimmt Unternehmen bei der Eindämmung der Pandemie stärker in die Pflicht: Arbeitgeber müssen ihren Beschäftigten wöchentlich Corona-Tests anbieten.,"Arbeitgeberinnen und Arbeitgeber sind verpflichtet, ihren Mitarbeiterinnen und Mitarbeitern, die an ihrem Arbeitsplatz präsent sind, zweimal pro Woche ein Angebot über eine kostenlose Testung in Bezug auf eine Infektion mit dem Coronavirus SARS-CoV-2 mittels eines Point-of-Care (PoC)-Antigen-Tests, einschließlich solchen zur Selbstanwendung unter Aufsicht, zu unterbreiten und diese Testungen zu organisieren.",True,1,0,1,1
Der Senat nimmt Unternehmen bei der Eindämmung der Pandemie stärker in die Pflicht: Arbeitgeber müssen ihren Beschäftigten wöchentlich Corona-Tests anbieten.,Das betriebliche Hygienekonzept ist in der Arbeitsstätte den Beschäftigten in geeigneter Weise zugänglich zu machen.,False,0,0,0,0
In der Verordnung sind explizit Besuche bei „Alten“ erlaubt - eine Altersgrenze gibt es nicht.,"Gründe im Sinne des Absatzes 2 sind insbesondere: a) die Ausübung beruflicher, mandatsbezogener oder ehrenamtlicher Tätigkeiten, auch an wechselnden Einsatzstellen, b) die Inanspruchnahme medizinischer und veterinärmedizinischer Versorgungsleistungen (z. B. Arztbesuch, medizinische Behandlungen; Blutspenden) sowie der Besuch bei Angehörigen helfender Berufe, soweit dies medizinisch dringend erforderlich ist (z. B. Psycho- und Physiotherapeuten), c) Besorgungen des persönlichen Bedarfs in Verkaufsstellen und Inanspruchnahme von Dienstleistungen mit Ausnahme der nach § 2 Absatz 5, §§ 3 ff. untersagt sind, d) der Besuch bei Ehepartnerinnen und Ehepartnern oder Lebenspartnerinnen und Lebenspartnern und die Wahrnehmung des Sorgerechts oder Umgangsrechts im jeweiligen privaten Bereich, e) der Besuch bei alten oder kranken Menschen oder bei Menschen mit Einschränkungen außerhalb von Einrichtungen; innerhalb von Einrichtungen nur nach Maßgabe von § 6, f) die Begleitung von unterstützungsbedürftigen Personen und Minderjährigen, g) die Begleitung Sterbender sowie Beerdigungen im engsten Familien- oder Freundeskreis, h) das Verlassen und Wiederbetreten des Stadtgebiets von Berlin, sofern es auf direktem Weg von beziehungsweise zu der Wohnung oder gewöhnlichen Unterkunft erfolgt, i) Sport und Bewegung an der frischen Luft, alleine, mit Angehörigen des eigenen Haushalts oder mit einer anderen Person, ohne jede sonstige Gruppenbildung, j) Handlungen zur Versorgung und Betreuung von Tieren, k) die Bewirtschaftung von gärtnerischen oder landwirtschaftlichen Flächen, l) der Besuch von Veranstaltungen oder Versammlungen, die nach Maßgabe von § 1 erlaubt oder genehmigt sind, m) die Teilnahme an Prüfungen, n) die Wahrnehmung dringend erforderlicher Termine bei Behörden, Gerichten, Rechtsantragsstellen, Gerichtsvollzieherinnen und Gerichtsvollziehern, Rechtsanwältinnen und Rechtsanwälten und Notarinnen und Notaren, o) die Befolgung behördlicher, staatsanwaltschaftlicher oder polizeilicher Vorladungen, p) die individuelle stille Einkehr in Kirchen, Moscheen, Synagogen und Häusern anderer Glaubens- und Weltanschauungsgemeinschaften.",True,1,0,1,1
In der Verordnung sind explizit Besuche bei „Alten“ erlaubt - eine Altersgrenze gibt es nicht.,Mensen des Studierendenwerkes dürfen nicht geöffnet werden.,False,0,0,0,0
Training in Kontaktsportarten erlaubt,"Sport darf vorbehaltlich des Satzes 2 nur kontaktfrei und unter Einhaltung der Abstandsregelungen nach § 1 Absatz 2 erfolgen. Soweit es für die reine Sportausübung zwingend erforderlich ist, gilt die Beschränkung des Satz 1 nicht: a) für den Personenkreis gemäß § 1 Absatz 3, b) für Kaderathletinnen und -athleten, Bundesligateams und Profisportlerinnen und Profisportler, c) für Mannschafts- und Gruppensport in festen Trainingsgruppen von höchstens 30 Personen einschließlich des Funktionsteams, d) für Kampfsport in festen Trainingsgruppen von höchstens 4 Personen zuzüglich des Funktionsteams, wobei sich die Zahl der insgesamt zulässigen Trainingsgruppen nach der Vorgabe für die genutzte Sportanlage richtet, e) für feste Tanz- und andere Sportpaare, f) für die sportliche Nutzung von Segel- und Ruderbooten sowie Kanus, mit Ausnahme von Drachenbooten, g) für Trainerinnen und Trainer sowie Sportlerinnen und Sportlern, soweit sie eine für die Sportausübung notwendige Hilfestellung leisten. Die Verantwortlichen sind verpflichtet vor Beginn der Sporteinheit auf die Einhaltung des Schutz- und Hygienekonzepts nach § 2 Absatz 1 hinzuweisen und für dessen Umsetzung Sorge zu tragen.",True,1,0,1,1
Training in Kontaktsportarten erlaubt,"Über Absatz 1 bis 3 hinaus können in begründeten Fällen durch das zuständige Gesundheitsamt Befreiungen von § 8 Absatz 1 Satz 1 zugelassen werden, sofern dies unter Abwägung aller betroffenen Belange und epidemiologischer Aspekte vertretbar ist. In besonders dringenden Einzelfällen kann die für Gesundheit zuständige Senatsverwaltung die Befreiung nach Satz 1 erteilen; das zuständige Gesundheitsamt wird darüber informiert.",False,0,0,0,0
"Die Verordnung enthält eine Ausweispflicht, die besagt: „Der Personalausweis oder ein anderer amtlicher Lichtbildausweis nebst einem Dokument, aus dem die Wohnanschrift der Person ersichtlich ist, ist mitzuführen und auf Verlangen der Polizei und den zuständigen Ordnungsbehörden vorzulegen.“","Der Personalausweis oder ein anderer amtlicher Lichtbildausweis nebst einem Dokument, aus dem die Wohnanschrift der Person ersichtlich ist, ist mitzuführen und auf Verlangen der Polizei und den zuständigen Ordnungsbehörden vorzulegen.",True,1,0,1,1
"Die Verordnung enthält eine Ausweispflicht, die besagt: „Der Personalausweis oder ein anderer amtlicher Lichtbildausweis nebst einem Dokument, aus dem die Wohnanschrift der Person ersichtlich ist, ist mitzuführen und auf Verlangen der Polizei und den zuständigen Ordnungsbehörden vorzulegen.“","Krankenhäuser haben die notwendigen Maßnahmen zu treffen, um ihr ärztliches und pflegerisches Personal unverzüglich auf dem Gebiet der Intensivpflege mit Beatmungseinheiten und der Behandlung von Patientinnen und Patienten mit COVID-19 oder Verdacht hierauf zu schulen.",False,0,0,0,0
"Die Testpflicht entfällt auch, wenn Kunden alle notwendigen Impfdosen für den vollständigen Impfschutz erhalten haben und die Verabreichung der letzten Dosis 14 Tage zurückliegt. Ein entsprechender Nachweis (Impfausweis) ist durch den Kunden vorzulegen.","Unbeschadet § 6b Absatz 3 entfällt eine nach dieser Verordnung oder nach § 28b des Infektionsschutzgesetzes vorgeschriebene Pflicht, negativ auf eine Infektion mit dem Coronavirus SARS-CoV-2 getestet zu sein oder ein negatives Testergebnis einer mittels anerkannten Tests durchgeführten Testung auf eine Infektion mit dem Coronavirus SARS-CoV-2 vorlegen zu müssen, für folgende Personen: 1. geimpfte Personen, die mit einem von der Europäischen Union zugelassenen Impfstoff gegen Covid-19 geimpft sind und deren letzte erforderliche Impfung mindestens 14 Tage zurückliegt, 2. genesene Personen, die ein mehr als sechs Monate zurückliegendes positives PCR-Testergebnis auf eine Infektion mit dem Coronavirus SARS-CoV-2 nachweisen können und die mindestens eine Impfung gegen Covid-19 mit einem von der Europäischen Union zugelassenen Impfstoff erhalten haben und deren letzte Impfung mindestens 14 Tage zurückliegt, sowie 3. genesene Personen, die ein mindestens 28 Tage und höchstens sechs Monate zurückliegendes positives PCR-Testergebnis auf eine Infektion mit dem Coronavirus SARS-CoV-2 nachweisen können.",True,1,0,1,1
"Die Testpflicht entfällt auch, wenn Kunden alle notwendigen Impfdosen für den vollständigen Impfschutz erhalten haben und die Verabreichung der letzten Dosis 14 Tage zurückliegt. Ein entsprechender Nachweis (Impfausweis) ist durch den Kunden vorzulegen.","Das Besuchskonzept darf den Besuch von Schwerstkranken und Sterbenden nicht beschränken, unabhängig davon, in welcher Form sie Pflegeleistungen erhalten.",False,0,0,0,0
"Fitnessstudios, Schwimm- und Spaßbäder müssen geschlossen bleiben.","Gedeckte Sportanlagen dürfen nur geöffnet werden, soweit dies erforderlich ist a) für den Sport des in § 5 Absatz 7 Satz 2 Buchstabe b genannten Personenkreises, b) für den Pferdesport in dem unter Tierschutzgesichtspunkten zwingend erforderlichen Umfang, c) für therapeutische Behandlungen sowie Nutzungen nach Maßgabe des Absatz 7 Satz 2 Buchstabe d. Ansonsten bleiben sie geschlossen.",True,1,0,1,0
"Fitnessstudios, Schwimm- und Spaßbäder müssen geschlossen bleiben.",Die Absätze 1 bis 3 gelten nicht für Veranstaltungen gemäß § 6 Absatz 3 Nummer 2 und 3.,False,0,0,0,0
"Restaurants, Museen, Kinos, Theater, Freizeit- und Sporteinrichtungen mussten bereits Anfang November für Publikum schließen.","Kinos, Theater, Opernhäuser, Konzerthäuser, Museen, Gedenkstätten und kulturelle Veranstaltungsstätten in öffentlicher und privater Trägerschaft dürfen nicht für den Publikumsverkehr geöffnet werden. Der Leihbetrieb von Bibliotheken ist zulässig.",True,1,0,1,1
"Restaurants, Museen, Kinos, Theater, Freizeit- und Sporteinrichtungen mussten bereits Anfang November für Publikum schließen.","Die Verantwortlichen im Sinne des Absatz 1 haben anwesenden Personen, die unvollständige oder offensichtlich falsche Angaben machen, den Zutritt oder den weiteren Verbleib zu verwehren.",False,0,0,0,0
"Restaurants, Museen, Kinos, Theater, Freizeit- und Sporteinrichtungen mussten bereits Anfang November für Publikum schließen.","Gaststätten im Sinne des Gaststättengesetzes in der Fassung der Bekanntmachung vom 20. November 1998 (BGBl. I S. 3418), das zuletzt durch Artikel 14 des Gesetzes vom 10. März 2017 (BGBl. I S. 420) geändert worden ist und Kantinen, dürfen nicht für den Publikumsverkehr geöffnet werden. Sie dürfen vorbehaltlich § 8 Absatz 1 Speisen und Getränke zur Abholung oder zur Lieferung anbieten. Für die Abholung sind geeignete Vorkehrungen zur Steuerung der Kaufabwicklung und zur Vermeidung von Menschenansammlungen zu treffen.",True,1,0,1,1
"Restaurants, Museen, Kinos, Theater, Freizeit- und Sporteinrichtungen mussten bereits Anfang November für Publikum schließen.",§ 3 Absatz 2 und 3 bleibt unberührt.,False,0,0,0,0
"Restaurants, Museen, Kinos, Theater, Freizeit- und Sporteinrichtungen mussten bereits Anfang November für Publikum schließen.","Die Sportausübung in gedeckten Sportanlagen, Fitness- und Tanzstudios und ähnlichen Einrichtungen ist nur zulässig, soweit sie erforderlich ist 1. für den Sport des in Absatz 1 Satz 2 Nummer 2 genannten Personenkreises, 2. für den Pferdesport in dem unter Tierschutzgesichtspunkten zwingend erforderlichen Umfang, 3. für therapeutische Behandlungen sowie Nutzungen nach Maßgabe des Absatz 1 Satz 2 Nummer 3. Ansonsten ist sie untersagt.",True,1,0,1,0
"Restaurants, Museen, Kinos, Theater, Freizeit- und Sporteinrichtungen mussten bereits Anfang November für Publikum schließen.","Diese Verordnung regelt die Auflagen für die Fortführung des Betriebs an den öffentlichen Schulen und Ersatzschulen in freier Trägerschaft einschließlich der Einrichtungen des Zweiten Bildungswegs im Sinne des Schulgesetzes vom 26. Januar 2004 (GVBl. S. 26), das zuletzt durch Artikel 35 des Gesetzes vom 12. Oktober 2020 (GVBl. S. 807) geändert worden ist, in der jeweils geltenden Fassung (im Folgenden: Schulen) und trifft Vorgaben für das durch die Schulen zu erstellende Schutz- und Hygienekonzept. Diese Vorgaben beziehen sich auf den gesamten Schulbetrieb, insbesondere den Unterricht einschließlich Prüfungen und Eignungstests im Rahmen von Aufnahmeverfahren, die außerunterrichtliche und die ergänzende Förderung und Betreuung und das Mittagessen. Weitergehende Vorgaben für die Schulen in der SARS-CoV-2-Infektionsschutzmaßnahmenverordnung bleiben vorbehaltlich des § 4 unberührt.",False,0,0,0,0
